Epoch,Generator Loss,Discriminator Loss
1045,-0.1188,1.3391
1046,-1.0417,-0.1121
1047,-1.3284,-0.8096
1048,-0.6115,-0.7276
1049,-1.5976,0.2886
1050,-1.9297,-0.6695
1051,-0.2459,-0.2658
1052,-0.5543,0.0333
1053,0.0864,0.0006
1054,-0.3494,-0.0872
1055,-0.8236,-0.7738
1056,-1.4786,0.5831
1057,-0.498,-0.235
1058,-1.598,0.5159
1059,-0.3805,-0.384
1060,-0.5081,0.4195
1061,-0.5874,-1.9371
1062,-1.6148,0.0332
1063,-0.8951,-0.5618
1064,-0.979,-1.1021
1065,-0.4945,-0.2263
1066,-0.621,1.5938
1067,-1.0379,0.0078
1068,-0.0428,0.6318
1069,-0.6527,0.7124
1070,-0.7118,-0.1044
1071,-0.8891,0.1285
1072,-1.4735,0.1436
1073,-0.8816,0.608
1074,-1.5577,0.49
1075,0.081,-0.5781
1076,0.7166,-0.0872
1077,0.404,-0.5499
1078,0.1798,-1.4044
1079,-1.201,0.7191
1080,-1.3664,0.2823
1081,-1.8119,0.1457
1082,-1.9903,-0.8855
1083,-0.2856,-0.6313
1084,-0.8714,0.2461
1085,-0.7045,0.8562
1086,-0.1311,0.1036
1087,-1.3289,-0.5308
1088,-1.0352,-0.5095
1089,-1.1518,-0.0282
1090,-1.047,-0.1336
1091,-0.7699,-0.2955
1092,-0.984,1.0355
1093,-0.7261,0.3501
1094,-0.5086,0.3303
1095,-1.3629,0.0174
1096,-0.2502,0.3526
1097,-0.0974,-0.9446
1098,-0.4438,-0.3659
1099,-0.4281,-0.0092
1100,-1.0903,-0.8177
1101,-0.5852,0.8021
1102,-0.5173,-1.0755
1103,-0.7734,-0.5297
1104,-0.8451,0.1199
1105,-0.6281,-0.3559
1106,-1.2982,-0.439
1107,0.2019,-0.1391
1108,-1.0618,-0.4771
1109,-1.2269,-0.4375
1110,-1.166,0.7493
1111,-0.9848,-0.7477
1112,-0.6346,0.2976
1113,-0.9786,0.4905
1114,-1.2825,-0.2043
1115,-1.2196,0.7417
1116,-0.4618,-0.2881
1117,-0.2124,-0.3103
1118,0.1287,-0.836
1119,-0.9413,-0.2779
1120,-1.3536,-0.5432
1121,-1.5618,0.072
1122,-1.1485,0.9557
1123,-1.4283,-0.2414
1124,-0.6289,1.0948
1125,-0.6494,0.5308
1126,-0.5478,-0.5274
1127,-1.5045,1.3828
1128,-0.6121,-0.1819
1129,-1.5581,0.342
1130,0.218,-0.1107
1131,-1.0169,-1.5964
1132,-0.429,0.0059
1133,-0.7191,-0.1991
1134,-1.0689,-1.399
1135,-0.2288,0.3414
1136,-0.8449,-1.2912
1137,-1.2817,0.6937
1138,-1.709,0.5381
1139,-0.98,-0.309
1140,-0.6135,0.034
1141,-1.7066,0.3279
1142,-1.3471,1.0146
1143,-1.3202,-0.8349
1144,-0.3378,0.5062
1145,-0.53,-0.4064
1146,-0.9373,0.2213
1147,-1.0291,0.4586
1148,-0.8509,0.0039
1149,-0.4175,-0.5667
1150,-1.3039,0.603
1151,-1.1641,-0.0825
1152,-0.7457,-0.6934
1153,-1.0247,-0.7732
1154,-1.5071,0.2474
1155,-1.2188,-1.3728
1156,-1.4942,-0.2563
1157,-1.0126,-0.1643
1158,-1.888,0.7001
1159,-1.5829,0.03
1160,-1.5522,-0.1306
1161,-2.0699,-0.5995
1162,-1.9458,0.3729
1163,-1.1982,-0.3023
1164,-1.2757,-0.5016
1165,-1.0778,0.6348
1166,-1.2869,0.1048
1167,-1.0693,0.9411
1168,-1.2887,0.2794
1169,-1.8721,-0.6003
1170,-1.2045,-0.9356
1171,-1.1083,0.4379
1172,-1.2773,0.0868
1173,-0.8292,-0.3476
1174,-1.0708,0.6785
1175,-0.7387,-0.4296
1176,-1.6189,0.063
1177,-2.1006,-0.492
1178,-0.6628,-0.0878
1179,-0.837,-0.61
1180,-1.7349,-0.9041
1181,-1.2662,0.8839
1182,-1.9459,-0.8997
1183,-1.8099,-0.5745
1184,-1.5438,-0.404
1185,-1.0812,-0.265
1186,-1.111,1.1861
1187,-1.6828,-0.1774
1188,-2.0827,0.2995
1189,-2.295,0.5714
1190,-0.789,-0.0413
1191,-1.6742,-0.3339
1192,-1.3171,-0.0479
1193,-1.6227,0.0807
1194,-2.1046,-0.0396
1195,-0.071,-0.437
1196,-1.6181,-0.69
1197,-1.3708,0.1418
1198,-1.4028,0.3915
1199,-1.1933,-1.3964
1200,-1.5203,-0.4218
1201,-1.9203,-0.6842
1202,-2.0187,-0.8884
1203,-1.8702,0.3549
1204,-1.4348,0.9078
1205,-1.041,0.45
1206,-1.8633,0.8349
1207,-1.7517,-0.2645
1208,-0.9065,0.6786
1209,-2.4484,-0.2904
1210,-1.3927,-0.1515
1211,-1.125,-0.326
1212,-2.0926,0.3473
1213,-1.4382,0.8891
1214,-0.0851,0.6283
1215,-1.0747,-0.906
1216,-0.2289,-0.3865
1217,-1.2744,-0.4222
1218,-1.1949,-0.7729
1219,-0.3306,0.285
1220,-2.1511,-0.4527
1221,-0.5616,-0.5799
1222,-0.1874,-0.1333
1223,0.165,0.349
1224,-1.1366,-0.3755
1225,-0.7786,-0.6413
1226,-0.705,0.2803
1227,-1.1555,0.4054
1228,-2.0476,0.2478
1229,-0.8921,0.325
1230,-0.6342,1.0242
1231,-0.5086,-0.7637
1232,-0.1338,0.3809
1233,-0.5775,-0.0575
1234,-1.3223,-0.1246
1235,-1.1283,0.5114
1236,-0.7318,0.1
1237,-1.138,-0.4215
1238,-0.8535,0.1124
1239,-0.7558,-1.1907
1240,-1.3259,-0.4509
1241,-1.0944,0.4136
1242,-0.8637,1.1644
1243,-1.3941,1.5927
1244,-1.7864,-0.0718
1245,-1.4351,-0.0693
1246,-1.0726,-0.2385
1247,-1.5072,-0.7671
1248,-1.1893,-1.1287
1249,-0.962,0.3411
1250,-1.1421,-0.4913
1251,-1.5139,0.4384
1252,-1.4905,0.277
1253,-1.2609,-0.2795
1254,-1.708,0.0145
1255,-0.4907,-0.1877
1256,-2.1787,0.9902
1257,-1.1627,-0.7844
1258,-1.1484,-0.2102
1259,-0.903,0.2041
1260,-2.4719,-0.1147
1261,-1.5211,0.3642
1262,-1.3741,-1.4227
1263,-0.7601,-0.7816
1264,-0.937,-0.5239
1265,-1.5678,-1.0813
1266,-1.0184,-0.4749
1267,-2.0615,0.159
1268,-2.4723,0.2254
1269,-0.6769,-0.8048
1270,-1.5645,1.8067
1271,-1.3181,-0.8209
1272,-1.4394,0.4284
1273,-1.0399,-0.4508
1274,-1.5231,-0.2405
1275,-1.1852,-0.0029
1276,-0.3976,-0.2954
1277,-0.9798,-0.5712
1278,-1.0974,0.5444
1279,-1.4529,0.7119
1280,-1.8967,1.4606
1281,-1.5567,-0.1733
1282,-1.101,-1.0505
1283,-0.79,-0.7142
1284,-1.1386,0.5346
1285,-0.9046,-0.0701
1286,-1.253,0.9202
1287,-1.7086,-1.4539
1288,-1.6695,0.7455
1289,-1.2137,0.158
1290,-2.8686,0.4492
1291,-1.8012,-1.0044
1292,-1.4035,0.5545
1293,-1.3847,0.1195
1294,-1.3906,-0.7611
1295,-1.2554,1.2762
1296,-1.2931,-0.2565
1297,-2.0844,-0.6824
1298,-1.9312,-0.3083
1299,-1.4362,1.3911
1300,-2.2174,-0.1259
1301,-1.2928,0.6555
1302,-1.2595,0.3139
1303,-1.1387,0.2417
1304,-1.1367,0.0925
1305,-1.4749,-0.1039
1306,-1.8502,0.4
1307,-1.564,0.1941
1308,-1.499,-0.2549
1309,-1.5594,-0.5811
1310,-1.4636,-0.4451
1311,-1.2426,-0.9638
1312,-1.4209,0.9534
1313,-1.143,-0.0094
1314,-0.8374,0.2345
1315,-1.3935,-0.0217
1316,-2.3056,0.475
1317,-1.8521,-0.7348
1318,-1.8706,-0.5596
1319,-1.2577,0.3575
1320,-0.8858,0.0671
1321,-1.1067,0.7479
1322,-1.0411,-0.4008
1323,-1.1861,0.5347
1324,-1.3327,-1.5947
1325,-1.3925,-0.7065
1326,-0.8714,-0.3397
1327,-1.3311,1.3492
1328,-1.5141,0.0052
1329,-1.3507,-1.2586
1330,-2.2908,-0.5478
1331,-1.3722,0.2895
1332,-1.505,0.3784
1333,-1.1256,0.7529
1334,-1.2182,-0.2871
1335,-1.565,-0.3578
1336,-1.1083,-0.1154
1337,-2.1948,-0.6412
1338,-0.8099,-0.6092
1339,-0.6462,0.0269
1340,-1.0251,-0.6204
1341,-0.9142,-1.3485
1342,-1.7555,0.0396
1343,-1.3986,-0.5905
1344,-1.3855,-0.4545
1345,-1.3574,0.6875
1346,-1.5655,-0.1548
1347,-1.0001,-0.0914
1348,-1.4882,1.4115
1349,-1.1993,0.4987
1350,-1.0551,-0.2111
1351,-1.1806,-0.626
1352,-1.1631,-0.3589
1353,-0.9712,0.2878
1354,-1.3007,0.0486
1355,-1.2914,-0.0149
1356,-0.6284,-0.5017
1357,-1.133,0.1153
1358,-1.8356,0.5387
1359,-1.1317,0.3973
1360,-1.3318,-0.2256
1361,-0.1661,-0.0574
1362,-1.1773,-0.1072
1363,-0.8958,-0.0725
1364,-0.9306,-1.2922
1365,-1.6656,-0.1481
1366,-2.2928,-0.3209
1367,-1.3773,0.9076
1368,-0.7284,0.2676
1369,-0.2207,0.6218
1370,-1.2053,-1.2377
1371,-1.0283,-0.0615
1372,-0.8687,-0.0216
1373,-1.5767,0.5749
1374,-1.3515,-0.7583
1375,-1.4581,-0.8763
1376,-0.6678,0.2876
1377,-0.6043,-0.3956
1378,-0.8453,0.3534
1379,-1.6222,-1.0151
1380,-1.6325,-1.0021
1381,-1.1922,-0.6515
1382,-0.4456,-0.0498
1383,-0.9132,0.1658
1384,-0.1899,-0.0518
1385,-0.7847,-0.3785
1386,-0.5633,0.6481
1387,-0.6856,-0.2296
1388,-1.1114,-0.3204
1389,-0.2406,1.2235
1390,-1.7535,1.5287
1391,-0.4317,-0.1941
1392,-0.7523,0.7523
1393,-0.7991,-0.1721
1394,-0.4827,-0.5133
1395,-0.2488,-0.5791
1396,0.1534,-1.1033
1397,-0.9134,-1.1826
1398,-1.4576,-0.1197
1399,-0.7175,-0.1309
1400,-1.4477,-1.074
1401,-0.3956,-1.5306
1402,-0.264,0.226
1403,-0.5602,-0.2961
1404,-0.4522,0.3893
1405,-0.9472,-0.8903
1406,-0.4885,0.4817
1407,-0.2991,-0.0086
1408,-0.8521,0.662
1409,-0.6216,-0.1149
1410,-1.6931,0.8424
1411,-1.697,-0.4505
1412,-1.4157,-0.5873
1413,-1.049,-0.0191
1414,-0.7748,-0.834
1415,-1.0858,-0.6266
1416,-0.7873,-0.1121
1417,-0.5475,0.3013
1418,-0.6651,0.1163
1419,-0.5267,0.6405
1420,-1.1704,-0.0789
1421,-1.4928,0.4318
1422,-1.1646,-1.0545
1423,-1.3932,-0.1207
1424,-1.5817,1.0971
1425,-1.0421,0.5715
1426,-1.2548,0.1733
1427,-1.2503,-0.2768
1428,-1.9882,0.465
1429,-0.7083,-1.1587
1430,-0.6572,0.8243
1431,-0.3854,0.3061
1432,-1.7431,-1.0541
1433,-0.8006,-0.517
1434,-2.8073,-0.595
1435,0.1794,0.4598
1436,-1.145,-1.1863
1437,-0.8337,0.2889
1438,-0.6545,-0.5178
1439,-0.1542,0.4902
1440,-1.1279,-1.5074
1441,-1.6044,-1.945
1442,-0.4933,0.7213
1443,-1.4068,-0.315
1444,-1.2659,1.1644
1445,-0.1571,0.0857
1446,-0.7408,-1.0706
1447,-1.5322,-1.1178
1448,-0.7916,0.3863
1449,-0.9045,-0.0535
1450,-0.6968,0.1159
1451,-0.0414,-0.1454
1452,0.1717,-0.7492
1453,-1.3367,0.6569
1454,-1.5733,-0.9369
1455,-1.5542,0.5029
1456,-1.6492,1.106
1457,-1.9865,-1.0567
1458,-1.391,0.8073
1459,-1.1987,-0.2821
1460,-0.8911,0.8218
1461,-1.2479,-1.3691
1462,-1.6628,0.2248
1463,-0.5852,-0.586
1464,-0.0934,-0.2129
1465,-0.3837,0.007
1466,-0.7092,0.2549
1467,-0.5615,0.979
1468,-0.703,-0.3699
1469,-0.1946,-0.161
1470,-1.5707,-0.47
1471,-0.7536,-0.9998
1472,-1.1326,-0.0825
1473,0.0396,-0.0246
1474,-0.6868,0.6345
1475,-1.6339,-1.1704
1476,-0.6651,0.729
1477,-0.9701,0.2583
1478,-0.7526,-0.362
1479,-0.4132,-1.0359
1480,-1.6724,-0.8894
1481,-1.0137,0.0652
1482,0.6244,-0.6471
1483,-1.5787,-0.6235
1484,-0.3458,0.4611
1485,-0.9294,-0.7165
1486,-1.0381,-0.2231
1487,-1.0692,-0.6417
1488,-1.415,-0.8984
1489,-0.7068,-0.084
1490,-1.042,-0.448
1491,-1.1567,0.1146
1492,-1.3827,-0.1206
1493,-1.2178,-0.9756
1494,-1.5101,0.2576
1495,-2.1531,0.5485
1496,-0.7919,-0.0699
1497,-0.7743,-0.6358
1498,-1.6075,-0.5104
1499,-0.7785,-0.0604
1500,-1.43,-0.2087
